id,user_id,task_id,analysis_type,result,time_spent_minutes,difficulty_score,efficiency_score,error_count,confidence,score,status,created_at,updated_at
11,1,11,理解度_analysis_上級者,"{""ability_type"": ""理解度"", ""learning_stage"": ""上級者"", ""level"": 11, ""memory_level"": 1, ""task_status"": ""review"", ""analysis_summary"": ""理解度のレベル11における上級者段階の分析"", ""strengths"": [""理解度における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル12への準備を進める""]}",193,5.5,6.66,3,0.71,6.2,review,2024-01-31T00:00:00Z,2024-01-31T06:00:00Z
12,1,12,理解度_analysis_上級者,"{""ability_type"": ""理解度"", ""learning_stage"": ""上級者"", ""level"": 12, ""memory_level"": 1, ""task_status"": ""review"", ""analysis_summary"": ""理解度のレベル12における上級者段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル13への準備を進める"", ""実践的な経験を積む""]}",215,6.0,7.74,5,0.78,7.04,review,2024-02-03T00:00:00Z,2024-02-03T04:00:00Z
13,1,13,理解度_analysis_エキスパート,"{""ability_type"": ""理解度"", ""learning_stage"": ""エキスパート"", ""level"": 13, ""memory_level"": 1, ""task_status"": ""advanced"", ""analysis_summary"": ""理解度のレベル13におけるエキスパート段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル14への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",186,7.15,8.82,3,0.89,8.15,advanced,2024-02-06T00:00:00Z,2024-02-06T01:00:00Z
14,1,14,理解度_analysis_エキスパート,"{""ability_type"": ""理解度"", ""learning_stage"": ""エキスパート"", ""level"": 14, ""memory_level"": 1, ""task_status"": ""advanced"", ""analysis_summary"": ""理解度のレベル14におけるエキスパート段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル15への準備を進める"", ""実践的な経験を積む""]}",224,7.7,7.76,3,0.94,7.74,advanced,2024-02-09T00:00:00Z,2024-02-09T08:00:00Z
15,1,15,理解度_analysis_エキスパート,"{""ability_type"": ""理解度"", ""learning_stage"": ""エキスパート"", ""level"": 15, ""memory_level"": 1, ""task_status"": ""advanced"", ""analysis_summary"": ""理解度のレベル15におけるエキスパート段階の分析"", ""strengths"": [""理解度における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル16への準備を進める""]}",216,8.25,7.56,2,0.87,7.84,advanced,2024-02-12T00:00:00Z,2024-02-12T05:00:00Z
16,1,16,理解度_analysis_エキスパート,"{""ability_type"": ""理解度"", ""learning_stage"": ""エキスパート"", ""level"": 16, ""memory_level"": 1, ""task_status"": ""advanced"", ""analysis_summary"": ""理解度のレベル16におけるエキスパート段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル17への準備を進める""]}",263,8.8,8.99,2,0.83,8.91,advanced,2024-02-15T00:00:00Z,2024-02-15T07:00:00Z
17,1,17,理解度_analysis_マスター,"{""ability_type"": ""理解度"", ""learning_stage"": ""マスター"", ""level"": 17, ""memory_level"": 1, ""task_status"": ""complete"", ""analysis_summary"": ""理解度のレベル17におけるマスター段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル18への準備を進める""]}",233,10.0,9.95,2,0.93,9.97,complete,2024-02-18T00:00:00Z,2024-02-18T03:00:00Z
18,1,18,理解度_analysis_マスター,"{""ability_type"": ""理解度"", ""learning_stage"": ""マスター"", ""level"": 18, ""memory_level"": 1, ""task_status"": ""complete"", ""analysis_summary"": ""理解度のレベル18におけるマスター段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル19への準備を進める""]}",234,10.0,8.93,0,0.94,9.36,complete,2024-02-21T00:00:00Z,2024-02-21T07:00:00Z
19,1,19,理解度_analysis_マスター,"{""ability_type"": ""理解度"", ""learning_stage"": ""マスター"", ""level"": 19, ""memory_level"": 1, ""task_status"": ""complete"", ""analysis_summary"": ""理解度のレベル19におけるマスター段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル20への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",239,10.0,8.58,1,0.91,9.15,complete,2024-02-24T00:00:00Z,2024-02-24T02:00:00Z
20,1,20,理解度_analysis_マスター,"{""ability_type"": ""理解度"", ""learning_stage"": ""マスター"", ""level"": 20, ""memory_level"": 1, ""task_status"": ""complete"", ""analysis_summary"": ""理解度のレベル20におけるマスター段階の分析"", ""strengths"": [""理解度における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル21への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",257,10.0,9.46,1,0.93,9.68,complete,2024-02-27T00:00:00Z,2024-02-27T07:00:00Z
21,2,21,応用力_analysis_初心者,"{""ability_type"": ""応用力"", ""learning_stage"": ""初心者"", ""level"": 1, ""memory_level"": 2, ""task_status"": ""start"", ""analysis_summary"": ""応用力のレベル1における初心者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル2への準備を進める""]}",62,0.4,5.65,8,0.55,3.55,start,2024-01-03T00:00:00Z,2024-01-03T03:00:00Z
22,2,22,応用力_analysis_初心者,"{""ability_type"": ""応用力"", ""learning_stage"": ""初心者"", ""level"": 2, ""memory_level"": 2, ""task_status"": ""start"", ""analysis_summary"": ""応用力のレベル2における初心者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル3への準備を進める""]}",85,0.8,5.39,11,0.63,3.55,start,2024-01-06T00:00:00Z,2024-01-06T07:00:00Z
23,2,23,応用力_analysis_初心者,"{""ability_type"": ""応用力"", ""learning_stage"": ""初心者"", ""level"": 3, ""memory_level"": 2, ""task_status"": ""start"", ""analysis_summary"": ""応用力のレベル3における初心者段階の分析"", ""strengths"": [""応用力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル4への準備を進める""]}",99,1.2,3.23,9,0.52,2.42,start,2024-01-09T00:00:00Z,2024-01-09T05:00:00Z
24,2,24,応用力_analysis_初心者,"{""ability_type"": ""応用力"", ""learning_stage"": ""初心者"", ""level"": 4, ""memory_level"": 2, ""task_status"": ""start"", ""analysis_summary"": ""応用力のレベル4における初心者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル5への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",127,1.6,3.61,5,0.64,2.81,start,2024-01-12T00:00:00Z,2024-01-12T04:00:00Z
25,2,25,応用力_analysis_中級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""中級者"", ""level"": 5, ""memory_level"": 2, ""task_status"": ""progress"", ""analysis_summary"": ""応用力のレベル5における中級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル6への準備を進める""]}",110,2.25,6.27,4,0.7,4.66,progress,2024-01-15T00:00:00Z,2024-01-15T08:00:00Z
26,2,26,応用力_analysis_中級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""中級者"", ""level"": 6, ""memory_level"": 2, ""task_status"": ""progress"", ""analysis_summary"": ""応用力のレベル6における中級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル7への準備を進める"", ""実践的な経験を積む""]}",143,2.7,6.52,5,0.72,4.99,progress,2024-01-18T00:00:00Z,2024-01-18T03:00:00Z
27,2,27,応用力_analysis_中級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""中級者"", ""level"": 7, ""memory_level"": 2, ""task_status"": ""progress"", ""analysis_summary"": ""応用力のレベル7における中級者段階の分析"", ""strengths"": [""応用力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル8への準備を進める"", ""実践的な経験を積む""]}",150,3.15,5.05,6,0.69,4.29,progress,2024-01-21T00:00:00Z,2024-01-21T02:00:00Z
28,2,28,応用力_analysis_中級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""中級者"", ""level"": 8, ""memory_level"": 2, ""task_status"": ""progress"", ""analysis_summary"": ""応用力のレベル8における中級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル9への準備を進める"", ""実践的な経験を積む""]}",172,3.6,6.13,6,0.65,5.12,progress,2024-01-24T00:00:00Z,2024-01-24T08:00:00Z
29,2,29,応用力_analysis_上級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""上級者"", ""level"": 9, ""memory_level"": 2, ""task_status"": ""review"", ""analysis_summary"": ""応用力のレベル9における上級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル10への準備を進める""]}",155,4.5,8.06,4,0.8,6.64,review,2024-01-27T00:00:00Z,2024-01-27T01:00:00Z
30,2,30,応用力_analysis_上級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""上級者"", ""level"": 10, ""memory_level"": 2, ""task_status"": ""review"", ""analysis_summary"": ""応用力のレベル10における上級者段階の分析"", ""strengths"": [""応用力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル11への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",191,5.0,6.61,3,0.78,5.97,review,2024-01-30T00:00:00Z,2024-01-30T01:00:00Z
31,2,31,応用力_analysis_上級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""上級者"", ""level"": 11, ""memory_level"": 2, ""task_status"": ""review"", ""analysis_summary"": ""応用力のレベル11における上級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル12への準備を進める"", ""実践的な経験を積む""]}",177,5.5,6.7,5,0.73,6.22,review,2024-02-02T00:00:00Z,2024-02-02T02:00:00Z
32,2,32,応用力_analysis_上級者,"{""ability_type"": ""応用力"", ""learning_stage"": ""上級者"", ""level"": 12, ""memory_level"": 2, ""task_status"": ""review"", ""analysis_summary"": ""応用力のレベル12における上級者段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル13への準備を進める""]}",222,6.0,8.45,4,0.7,7.47,review,2024-02-05T00:00:00Z,2024-02-05T02:00:00Z
33,2,33,応用力_analysis_エキスパート,"{""ability_type"": ""応用力"", ""learning_stage"": ""エキスパート"", ""level"": 13, ""memory_level"": 2, ""task_status"": ""advanced"", ""analysis_summary"": ""応用力のレベル13におけるエキスパート段階の分析"", ""strengths"": [""応用力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル14への準備を進める"", ""実践的な経験を積む""]}",191,7.15,7.86,2,0.85,7.58,advanced,2024-02-08T00:00:00Z,2024-02-08T06:00:00Z
34,2,34,応用力_analysis_エキスパート,"{""ability_type"": ""応用力"", ""learning_stage"": ""エキスパート"", ""level"": 14, ""memory_level"": 2, ""task_status"": ""advanced"", ""analysis_summary"": ""応用力のレベル14におけるエキスパート段階の分析"", ""strengths"": [""応用力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル15への準備を進める"", ""実践的な経験を積む""]}",235,7.7,8.27,2,0.88,8.04,advanced,2024-02-11T00:00:00Z,2024-02-11T08:00:00Z
35,2,35,応用力_analysis_エキスパート,"{""ability_type"": ""応用力"", ""learning_stage"": ""エキスパート"", ""level"": 15, ""memory_level"": 2, ""task_status"": ""advanced"", ""analysis_summary"": ""応用力のレベル15におけるエキスパート段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル16への準備を進める""]}",254,8.25,7.82,1,0.94,7.99,advanced,2024-02-14T00:00:00Z,2024-02-14T04:00:00Z
36,2,36,応用力_analysis_エキスパート,"{""ability_type"": ""応用力"", ""learning_stage"": ""エキスパート"", ""level"": 16, ""memory_level"": 2, ""task_status"": ""advanced"", ""analysis_summary"": ""応用力のレベル16におけるエキスパート段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル17への準備を進める""]}",245,8.8,8.7,1,0.92,8.74,advanced,2024-02-17T00:00:00Z,2024-02-17T02:00:00Z
37,2,37,応用力_analysis_マスター,"{""ability_type"": ""応用力"", ""learning_stage"": ""マスター"", ""level"": 17, ""memory_level"": 2, ""task_status"": ""complete"", ""analysis_summary"": ""応用力のレベル17におけるマスター段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル18への準備を進める""]}",250,10.0,9.57,1,0.97,9.74,complete,2024-02-20T00:00:00Z,2024-02-20T02:00:00Z
38,2,38,応用力_analysis_マスター,"{""ability_type"": ""応用力"", ""learning_stage"": ""マスター"", ""level"": 18, ""memory_level"": 2, ""task_status"": ""complete"", ""analysis_summary"": ""応用力のレベル18におけるマスター段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル19への準備を進める""]}",221,10.0,9.37,0,0.95,9.62,complete,2024-02-23T00:00:00Z,2024-02-23T08:00:00Z
39,2,39,応用力_analysis_マスター,"{""ability_type"": ""応用力"", ""learning_stage"": ""マスター"", ""level"": 19, ""memory_level"": 2, ""task_status"": ""complete"", ""analysis_summary"": ""応用力のレベル19におけるマスター段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル20への準備を進める"", ""実践的な経験を積む""]}",246,10.0,8.56,2,0.97,9.14,complete,2024-02-26T00:00:00Z,2024-02-26T07:00:00Z
40,2,40,応用力_analysis_マスター,"{""ability_type"": ""応用力"", ""learning_stage"": ""マスター"", ""level"": 20, ""memory_level"": 2, ""task_status"": ""complete"", ""analysis_summary"": ""応用力のレベル20におけるマスター段階の分析"", ""strengths"": [""応用力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル21への準備を進める""]}",248,10.0,9.67,2,0.96,9.8,complete,2024-02-29T00:00:00Z,2024-02-29T06:00:00Z
41,3,41,実践力_analysis_初心者,"{""ability_type"": ""実践力"", ""learning_stage"": ""初心者"", ""level"": 1, ""memory_level"": 3, ""task_status"": ""start"", ""analysis_summary"": ""実践力のレベル1における初心者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル2への準備を進める""]}",66,0.4,4.1,10,0.54,2.62,start,2024-01-05T00:00:00Z,2024-01-05T05:00:00Z
42,3,42,実践力_analysis_初心者,"{""ability_type"": ""実践力"", ""learning_stage"": ""初心者"", ""level"": 2, ""memory_level"": 3, ""task_status"": ""start"", ""analysis_summary"": ""実践力のレベル2における初心者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル3への準備を進める"", ""実践的な経験を積む""]}",84,0.8,5.79,6,0.52,3.79,start,2024-01-08T00:00:00Z,2024-01-08T01:00:00Z
43,3,43,実践力_analysis_初心者,"{""ability_type"": ""実践力"", ""learning_stage"": ""初心者"", ""level"": 3, ""memory_level"": 3, ""task_status"": ""start"", ""analysis_summary"": ""実践力のレベル3における初心者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積"", ""知識の体系化""], ""recommendations"": [""次のレベル4への準備を進める"", ""実践的な経験を積む""]}",93,1.2,4.14,5,0.6,2.96,start,2024-01-11T00:00:00Z,2024-01-11T02:00:00Z
44,3,44,実践力_analysis_初心者,"{""ability_type"": ""実践力"", ""learning_stage"": ""初心者"", ""level"": 4, ""memory_level"": 3, ""task_status"": ""start"", ""analysis_summary"": ""実践力のレベル4における初心者段階の分析"", ""strengths"": [""実践力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル5への準備を進める""]}",110,1.6,3.57,8,0.58,2.78,start,2024-01-14T00:00:00Z,2024-01-14T06:00:00Z
45,3,45,実践力_analysis_中級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""中級者"", ""level"": 5, ""memory_level"": 3, ""task_status"": ""progress"", ""analysis_summary"": ""実践力のレベル5における中級者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル6への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",124,2.25,5.82,6,0.63,4.39,progress,2024-01-17T00:00:00Z,2024-01-17T02:00:00Z
46,3,46,実践力_analysis_中級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""中級者"", ""level"": 6, ""memory_level"": 3, ""task_status"": ""progress"", ""analysis_summary"": ""実践力のレベル6における中級者段階の分析"", ""strengths"": [""実践力における基本的な理解""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル7への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",147,2.7,6.3,3,0.62,4.86,progress,2024-01-20T00:00:00Z,2024-01-20T01:00:00Z
47,3,47,実践力_analysis_中級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""中級者"", ""level"": 7, ""memory_level"": 3, ""task_status"": ""progress"", ""analysis_summary"": ""実践力のレベル7における中級者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル8への準備を進める"", ""実践的な経験を積む""]}",144,3.15,5.39,7,0.71,4.49,progress,2024-01-23T00:00:00Z,2024-01-23T02:00:00Z
48,3,48,実践力_analysis_中級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""中級者"", ""level"": 8, ""memory_level"": 3, ""task_status"": ""progress"", ""analysis_summary"": ""実践力のレベル8における中級者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル9への準備を進める"", ""実践的な経験を積む""]}",153,3.6,6.11,6,0.68,5.11,progress,2024-01-26T00:00:00Z,2024-01-26T02:00:00Z
49,3,49,実践力_analysis_上級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""上級者"", ""level"": 9, ""memory_level"": 3, ""task_status"": ""review"", ""analysis_summary"": ""実践力のレベル9における上級者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現""], ""improvement_areas"": [""より高度な技術への挑戦""], ""recommendations"": [""次のレベル10への準備を進める""]}",178,4.5,7.18,3,0.72,6.11,review,2024-01-29T00:00:00Z,2024-01-29T02:00:00Z
50,3,50,実践力_analysis_上級者,"{""ability_type"": ""実践力"", ""learning_stage"": ""上級者"", ""level"": 10, ""memory_level"": 3, ""task_status"": ""review"", ""analysis_summary"": ""実践力のレベル10における上級者段階の分析"", ""strengths"": [""実践力における基本的な理解"", ""段階的な成長の実現"", ""継続的な学習姿勢""], ""improvement_areas"": [""より高度な技術への挑戦"", ""実践経験の蓄積""], ""recommendations"": [""次のレベル11への準備を進める"", ""実践的な経験を積む"", ""関連知識の拡充""]}",183,5.0,7.25,5,0.85,6.35,review,2024-02-01T00:00:00Z,2024-02-01T05:00:00Z
