id,user_id,book_id,title,notes,date,created_at,updated_at
71,10,15,高精度加工-エキスパート-15-15,理解度レベル15: 基礎理論の理解を深めた,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z
72,10,30,高精度加工-エキスパート-30-29,実践力レベル29: 標準作業の効率化を実現した,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z
73,6,48,高精度加工-エキスパート-48-59,理解度レベル59: 理論と実践の関連性を把握した,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z
74,9,97,高精度加工-マスター-97-63,実践力レベル63: 困難な課題を独力で解決した,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z
75,2,74,高精度加工-初心者-74-71,分析力レベル71: 独自の分析フレームを構築した,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z,2024-01-14T07:00:00Z
76,1,79,高精度加工-エキスパート-79-70,理解度レベル70: 専門知識の統合的理解を達成した,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z
77,9,23,高精度加工-中級者-23-10,分析力レベル10: 基本的な分析手法を実践した,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z
78,7,40,高精度加工-上級者-40-98,分析力レベル98: 業界トップレベルの分析を達成した,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z
79,9,99,高精度加工-上級者-99-88,実践力レベル88: 最高難度の作業をマスターした,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z
80,14,3,高精度加工-中級者-3-96,創造力レベル96: パラダイムシフトとなる発想を実現した,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z,2024-01-14T17:00:00Z
81,6,18,高精度加工-マスター-18-49,創造力レベル49: 革新的なソリューションを開発した,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z
82,10,77,高精度加工-エキスパート-77-48,応用力レベル48: 複雑な問題への応用を実践した,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z
83,10,17,高精度加工-上級者-17-84,創造力レベル84: パラダイムシフトとなる発想を実現した,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z
84,5,28,高精度加工-エキスパート-28-75,創造力レベル75: 標準的手法の創出に成功した,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z
85,6,63,高精度加工-上級者-63-33,分析力レベル33: 多角的なデータ分析を実施した,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z,2024-01-14T18:00:00Z
86,10,80,高精度加工-エキスパート-80-38,創造力レベル38: 新しい手法を提案した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
87,17,31,高精度加工-中級者-31-45,理解度レベル45: 理論と実践の関連性を把握した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
88,9,46,高精度加工-初心者-46-76,実践力レベル76: 困難な課題を独力で解決した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
89,5,45,高精度加工-初心者-45-87,創造力レベル87: パラダイムシフトとなる発想を実現した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
90,1,72,高精度加工-中級者-72-25,理解度レベル25: 概念の体系的な整理ができた,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
91,3,93,切削理論-中級者-93-89,創造力レベル89: パラダイムシフトとなる発想を実現した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
92,3,97,切削理論-エキスパート-97-48,実践力レベル48: 高度な作業技術を習得した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
93,19,11,切削理論-上級者-11-26,応用力レベル26: 多様な状況への適用方法を習得した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
94,13,4,切削理論-エキスパート-4-1,創造力レベル1: 改善アイデアを考案した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
95,4,65,切削理論-初心者-65-96,応用力レベル96: 革新的なアプローチを確立した,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z,2024-01-15T02:00:00Z
96,4,59,切削理論-中級者-59-90,応用力レベル90: 革新的なアプローチを確立した,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z
97,16,4,切削理論-マスター-4-7,分析力レベル7: 基本的な分析手法を実践した,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z
98,6,84,切削理論-中級者-84-2,分析力レベル2: 基本的な分析手法を実践した,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z
99,16,30,切削理論-上級者-30-89,応用力レベル89: 革新的なアプローチを確立した,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z
100,17,3,切削理論-マスター-3-34,応用力レベル34: 多様な状況への適用方法を習得した,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z,2024-01-15T14:00:00Z
101,17,29,切削理論-マスター-29-100,応用力レベル100: 革新的なアプローチを確立した,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z
102,14,57,切削理論-エキスパート-57-42,分析力レベル42: 問題の構造化分析を完了した,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z
103,20,58,切削理論-中級者-58-6,応用力レベル6: 基本的な応用事例を学習した,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z
104,10,35,切削理論-中級者-35-41,分析力レベル41: 問題の構造化分析を完了した,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z
105,7,13,切削理論-マスター-13-42,理解度レベル42: 理論と実践の関連性を把握した,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z,2024-01-15T19:00:00Z
106,19,17,切削理論-中級者-17-88,分析力レベル88: 業界トップレベルの分析を達成した,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z
107,10,25,切削理論-上級者-25-39,応用力レベル39: 多様な状況への適用方法を習得した,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z
108,14,92,切削理論-上級者-92-95,創造力レベル95: パラダイムシフトとなる発想を実現した,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z
109,7,63,切削理論-マスター-63-38,応用力レベル38: 多様な状況への適用方法を習得した,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z
110,3,57,切削理論-上級者-57-37,実践力レベル37: 標準作業の効率化を実現した,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z
111,12,54,切削理論-エキスパート-54-92,応用力レベル92: 革新的なアプローチを確立した,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z
112,4,73,切削理論-エキスパート-73-1,分析力レベル1: 基本的な分析手法を実践した,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z
113,5,3,切削理論-初心者-3-90,実践力レベル90: 最高難度の作業をマスターした,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z
114,6,93,切削理論-上級者-93-15,分析力レベル15: 基本的な分析手法を実践した,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z
115,10,53,切削理論-エキスパート-53-83,実践力レベル83: 最高難度の作業をマスターした,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z,2024-01-16T09:00:00Z
116,5,75,切削理論-マスター-75-60,応用力レベル60: 複雑な問題への応用を実践した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
117,2,82,切削理論-初心者-82-86,創造力レベル86: パラダイムシフトとなる発想を実現した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
118,16,35,切削理論-マスター-35-81,理解度レベル81: 最新技術動向の把握を完了した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
119,13,100,切削理論-エキスパート-100-71,実践力レベル71: 困難な課題を独力で解決した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
120,9,97,切削理論-エキスパート-97-33,理解度レベル33: 概念の体系的な整理ができた,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
121,3,98,工具管理-初心者-98-86,分析力レベル86: 業界トップレベルの分析を達成した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
122,12,79,工具管理-中級者-79-9,創造力レベル9: 改善アイデアを考案した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
123,15,81,工具管理-上級者-81-100,実践力レベル100: 最高難度の作業をマスターした,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
124,16,27,工具管理-マスター-27-45,分析力レベル45: 問題の構造化分析を完了した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
125,10,99,工具管理-エキスパート-99-96,理解度レベル96: 最新技術動向の把握を完了した,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z,2024-01-16T14:00:00Z
126,11,99,工具管理-マスター-99-99,創造力レベル99: パラダイムシフトとなる発想を実現した,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z
127,5,18,工具管理-中級者-18-89,実践力レベル89: 最高難度の作業をマスターした,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z
128,1,97,工具管理-初心者-97-12,理解度レベル12: 基礎理論の理解を深めた,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z
129,19,46,工具管理-中級者-46-7,実践力レベル7: 基本作業の手順を確認した,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z
130,5,13,工具管理-マスター-13-4,理解度レベル4: 基礎理論の理解を深めた,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z,2024-01-16T18:00:00Z
131,4,40,工具管理-初心者-40-3,分析力レベル3: 基本的な分析手法を実践した,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z
132,12,85,工具管理-エキスパート-85-98,理解度レベル98: 最新技術動向の把握を完了した,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z
133,12,16,工具管理-エキスパート-16-18,応用力レベル18: 基本的な応用事例を学習した,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z
134,5,66,工具管理-上級者-66-86,実践力レベル86: 最高難度の作業をマスターした,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z
135,6,57,工具管理-中級者-57-1,応用力レベル1: 基本的な応用事例を学習した,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z,2024-01-17T06:00:00Z
136,4,2,工具管理-中級者-2-79,創造力レベル79: 標準的手法の創出に成功した,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z
137,17,56,工具管理-中級者-56-21,理解度レベル21: 概念の体系的な整理ができた,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z
138,11,68,工具管理-中級者-68-86,応用力レベル86: 革新的なアプローチを確立した,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z
139,1,50,工具管理-初心者-50-42,応用力レベル42: 複雑な問題への応用を実践した,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z
140,6,73,工具管理-エキスパート-73-98,応用力レベル98: 革新的なアプローチを確立した,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z,2024-01-17T09:00:00Z
141,3,31,工具管理-初心者-31-51,実践力レベル51: 高度な作業技術を習得した,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z
142,7,11,工具管理-マスター-11-13,創造力レベル13: 改善アイデアを考案した,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z
143,4,91,工具管理-上級者-91-27,分析力レベル27: 多角的なデータ分析を実施した,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z
144,16,29,工具管理-中級者-29-51,理解度レベル51: 理論と実践の関連性を把握した,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z
145,13,68,工具管理-上級者-68-83,応用力レベル83: 革新的なアプローチを確立した,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z,2024-01-17T16:00:00Z
146,18,70,工具管理-中級者-70-52,創造力レベル52: 革新的なソリューションを開発した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
147,17,36,工具管理-エキスパート-36-56,創造力レベル56: 革新的なソリューションを開発した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
148,3,18,工具管理-マスター-18-55,応用力レベル55: 複雑な問題への応用を実践した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
149,20,76,工具管理-マスター-76-20,実践力レベル20: 基本作業の手順を確認した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
150,15,4,工具管理-エキスパート-4-100,創造力レベル100: パラダイムシフトとなる発想を実現した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
151,6,28,品質管理-エキスパート-28-32,応用力レベル32: 多様な状況への適用方法を習得した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
152,17,96,品質管理-中級者-96-36,応用力レベル36: 多様な状況への適用方法を習得した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
153,19,9,品質管理-初心者-9-19,分析力レベル19: 基本的な分析手法を実践した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
154,6,44,品質管理-エキスパート-44-47,理解度レベル47: 理論と実践の関連性を把握した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
155,6,3,品質管理-中級者-3-68,創造力レベル68: 標準的手法の創出に成功した,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z,2024-01-17T21:00:00Z
156,17,18,品質管理-中級者-18-43,応用力レベル43: 複雑な問題への応用を実践した,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z
157,11,3,品質管理-マスター-3-63,応用力レベル63: 独自の応用手法を開発した,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z
158,20,16,品質管理-初心者-16-15,分析力レベル15: 基本的な分析手法を実践した,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z
159,6,73,品質管理-上級者-73-1,実践力レベル1: 基本作業の手順を確認した,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z
160,11,84,品質管理-マスター-84-26,分析力レベル26: 多角的なデータ分析を実施した,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z,2024-01-18T00:00:00Z
