id,user_id,task_id,model_type,version,parameters,performance,status,trained_at,created_at,updated_at
11,1,11,skill_prediction,v3.1,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0086, ""epochs"": 107, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""6-16"", ""features"": 23, ""hidden_layers"": 3}","{""accuracy"": 0.9244, ""precision"": 0.9344, ""recall"": 0.9163, ""f1_score"": 0.9175, ""training_loss"": 0.2385, ""validation_loss"": 0.2656}",ready,2024-03-09T17:00:00Z,2024-03-09T00:00:00Z,2024-03-09T00:00:00Z
12,1,12,learning_path,v3.2,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0042, ""epochs"": 181, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""7-17"", ""features"": 38, ""hidden_layers"": 5}","{""accuracy"": 0.8901, ""precision"": 0.9308, ""recall"": 0.9607, ""f1_score"": 0.9519, ""training_loss"": 0.1354, ""validation_loss"": 0.1089}",ready,2024-03-12T15:00:00Z,2024-03-12T00:00:00Z,2024-03-12T00:00:00Z
13,1,13,learning_path,v3.3,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0075, ""epochs"": 97, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""8-18"", ""features"": 14, ""hidden_layers"": 4}","{""accuracy"": 0.9786, ""precision"": 0.9515, ""recall"": 0.9417, ""f1_score"": 0.97, ""training_loss"": 0.19, ""validation_loss"": 0.119}",ready,2024-03-15T15:00:00Z,2024-03-15T00:00:00Z,2024-03-15T00:00:00Z
14,1,14,efficiency_optimization,v3.4,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0028, ""epochs"": 170, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""9-19"", ""features"": 49, ""hidden_layers"": 5}","{""accuracy"": 0.9487, ""precision"": 0.9598, ""recall"": 0.9557, ""f1_score"": 0.97, ""training_loss"": 0.1935, ""validation_loss"": 0.2886}",ready,2024-03-18T22:00:00Z,2024-03-18T00:00:00Z,2024-03-18T00:00:00Z
15,1,15,efficiency_optimization,v4.0,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0035, ""epochs"": 107, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""10-20"", ""features"": 45, ""hidden_layers"": 5}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1997, ""validation_loss"": 0.1368}",ready,2024-03-21T07:00:00Z,2024-03-21T00:00:00Z,2024-03-21T00:00:00Z
16,1,16,efficiency_optimization,v4.1,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0044, ""epochs"": 145, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""11-20"", ""features"": 20, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.0681, ""validation_loss"": 0.1207}",ready,2024-03-24T15:00:00Z,2024-03-24T00:00:00Z,2024-03-24T00:00:00Z
17,1,17,learning_path,v4.2,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0048, ""epochs"": 157, ""batch_size"": 64, ""coefficient_focus"": ""理解度"", ""level_range"": ""12-20"", ""features"": 42, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.0914, ""validation_loss"": 0.1447}",ready,2024-03-27T18:00:00Z,2024-03-27T00:00:00Z,2024-03-27T00:00:00Z
18,1,18,skill_prediction,v4.3,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.004, ""epochs"": 80, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""13-20"", ""features"": 17, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2461, ""validation_loss"": 0.3109}",ready,2024-03-30T15:00:00Z,2024-03-30T00:00:00Z,2024-03-30T00:00:00Z
19,1,19,learning_path,v4.4,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0083, ""epochs"": 143, ""batch_size"": 16, ""coefficient_focus"": ""理解度"", ""level_range"": ""14-20"", ""features"": 12, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.0603, ""validation_loss"": 0.2567}",ready,2024-04-02T17:00:00Z,2024-04-02T00:00:00Z,2024-04-02T00:00:00Z
20,1,20,adaptive_training,v5.0,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0075, ""epochs"": 128, ""batch_size"": 32, ""coefficient_focus"": ""理解度"", ""level_range"": ""15-20"", ""features"": 19, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2558, ""validation_loss"": 0.2812}",ready,2024-04-05T23:00:00Z,2024-04-05T00:00:00Z,2024-04-05T00:00:00Z
21,2,21,adaptive_training,v1.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0047, ""epochs"": 50, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-6"", ""features"": 35, ""hidden_layers"": 3}","{""accuracy"": 0.7043, ""precision"": 0.7216, ""recall"": 0.7585, ""f1_score"": 0.7026, ""training_loss"": 0.2471, ""validation_loss"": 0.3146}",training,2024-02-10T07:00:00Z,2024-02-10T00:00:00Z,2024-02-10T00:00:00Z
22,2,22,skill_prediction,v1.2,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0033, ""epochs"": 158, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-7"", ""features"": 14, ""hidden_layers"": 4}","{""accuracy"": 0.7048, ""precision"": 0.7549, ""recall"": 0.7298, ""f1_score"": 0.7198, ""training_loss"": 0.219, ""validation_loss"": 0.164}",training,2024-02-13T10:00:00Z,2024-02-13T00:00:00Z,2024-02-13T00:00:00Z
23,2,23,efficiency_optimization,v1.3,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0036, ""epochs"": 145, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-8"", ""features"": 32, ""hidden_layers"": 4}","{""accuracy"": 0.803, ""precision"": 0.7891, ""recall"": 0.7626, ""f1_score"": 0.7402, ""training_loss"": 0.1381, ""validation_loss"": 0.2487}",training,2024-02-16T17:00:00Z,2024-02-16T00:00:00Z,2024-02-16T00:00:00Z
24,2,24,skill_prediction,v1.4,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0098, ""epochs"": 137, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-9"", ""features"": 39, ""hidden_layers"": 4}","{""accuracy"": 0.8232, ""precision"": 0.8071, ""recall"": 0.7703, ""f1_score"": 0.8085, ""training_loss"": 0.2841, ""validation_loss"": 0.2685}",training,2024-02-19T06:00:00Z,2024-02-19T00:00:00Z,2024-02-19T00:00:00Z
25,2,25,performance_forecast,v2.0,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.009, ""epochs"": 65, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-10"", ""features"": 39, ""hidden_layers"": 4}","{""accuracy"": 0.8316, ""precision"": 0.7877, ""recall"": 0.825, ""f1_score"": 0.8198, ""training_loss"": 0.2894, ""validation_loss"": 0.311}",ready,2024-02-22T06:00:00Z,2024-02-22T00:00:00Z,2024-02-22T00:00:00Z
26,2,26,skill_prediction,v2.1,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0031, ""epochs"": 103, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""1-11"", ""features"": 29, ""hidden_layers"": 2}","{""accuracy"": 0.7705, ""precision"": 0.8255, ""recall"": 0.8345, ""f1_score"": 0.8011, ""training_loss"": 0.1119, ""validation_loss"": 0.2535}",ready,2024-02-25T13:00:00Z,2024-02-25T00:00:00Z,2024-02-25T00:00:00Z
27,2,27,efficiency_optimization,v2.2,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0074, ""epochs"": 162, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""2-12"", ""features"": 17, ""hidden_layers"": 5}","{""accuracy"": 0.8585, ""precision"": 0.8129, ""recall"": 0.8638, ""f1_score"": 0.84, ""training_loss"": 0.1704, ""validation_loss"": 0.1627}",ready,2024-02-28T18:00:00Z,2024-02-28T00:00:00Z,2024-02-28T00:00:00Z
28,2,28,efficiency_optimization,v2.3,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0073, ""epochs"": 55, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""3-13"", ""features"": 39, ""hidden_layers"": 5}","{""accuracy"": 0.9038, ""precision"": 0.8754, ""recall"": 0.8286, ""f1_score"": 0.8855, ""training_loss"": 0.2584, ""validation_loss"": 0.277}",ready,2024-03-02T21:00:00Z,2024-03-02T00:00:00Z,2024-03-02T00:00:00Z
29,2,29,efficiency_optimization,v2.4,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0076, ""epochs"": 162, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""4-14"", ""features"": 10, ""hidden_layers"": 5}","{""accuracy"": 0.8871, ""precision"": 0.8514, ""recall"": 0.8561, ""f1_score"": 0.8609, ""training_loss"": 0.1207, ""validation_loss"": 0.1325}",ready,2024-03-05T22:00:00Z,2024-03-05T00:00:00Z,2024-03-05T00:00:00Z
30,2,30,learning_path,v3.0,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0097, ""epochs"": 71, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""5-15"", ""features"": 20, ""hidden_layers"": 4}","{""accuracy"": 0.9208, ""precision"": 0.8937, ""recall"": 0.8767, ""f1_score"": 0.8744, ""training_loss"": 0.0677, ""validation_loss"": 0.1406}",ready,2024-03-08T01:00:00Z,2024-03-08T00:00:00Z,2024-03-08T00:00:00Z
31,2,31,adaptive_training,v3.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0094, ""epochs"": 177, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""6-16"", ""features"": 19, ""hidden_layers"": 3}","{""accuracy"": 0.9067, ""precision"": 0.9162, ""recall"": 0.9537, ""f1_score"": 0.8934, ""training_loss"": 0.2356, ""validation_loss"": 0.1339}",ready,2024-03-11T18:00:00Z,2024-03-11T00:00:00Z,2024-03-11T00:00:00Z
32,2,32,skill_prediction,v3.2,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0026, ""epochs"": 82, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""7-17"", ""features"": 11, ""hidden_layers"": 3}","{""accuracy"": 0.8977, ""precision"": 0.912, ""recall"": 0.9409, ""f1_score"": 0.9189, ""training_loss"": 0.212, ""validation_loss"": 0.3488}",ready,2024-03-14T20:00:00Z,2024-03-14T00:00:00Z,2024-03-14T00:00:00Z
33,2,33,skill_prediction,v3.3,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0043, ""epochs"": 93, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""8-18"", ""features"": 19, ""hidden_layers"": 5}","{""accuracy"": 0.9107, ""precision"": 0.9424, ""recall"": 0.9295, ""f1_score"": 0.9348, ""training_loss"": 0.0559, ""validation_loss"": 0.3425}",ready,2024-03-17T05:00:00Z,2024-03-17T00:00:00Z,2024-03-17T00:00:00Z
34,2,34,adaptive_training,v3.4,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0037, ""epochs"": 151, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""9-19"", ""features"": 29, ""hidden_layers"": 2}","{""accuracy"": 0.9373, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.9549, ""training_loss"": 0.2655, ""validation_loss"": 0.1578}",ready,2024-03-20T16:00:00Z,2024-03-20T00:00:00Z,2024-03-20T00:00:00Z
35,2,35,skill_prediction,v4.0,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0078, ""epochs"": 119, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""10-20"", ""features"": 49, ""hidden_layers"": 5}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2378, ""validation_loss"": 0.2756}",ready,2024-03-23T19:00:00Z,2024-03-23T00:00:00Z,2024-03-23T00:00:00Z
36,2,36,performance_forecast,v4.1,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0037, ""epochs"": 194, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""11-20"", ""features"": 46, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2384, ""validation_loss"": 0.2308}",ready,2024-03-26T09:00:00Z,2024-03-26T00:00:00Z,2024-03-26T00:00:00Z
37,2,37,performance_forecast,v4.2,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0094, ""epochs"": 103, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""12-20"", ""features"": 27, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1913, ""validation_loss"": 0.1507}",ready,2024-03-29T11:00:00Z,2024-03-29T00:00:00Z,2024-03-29T00:00:00Z
38,2,38,adaptive_training,v4.3,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0033, ""epochs"": 152, ""batch_size"": 16, ""coefficient_focus"": ""応用力"", ""level_range"": ""13-20"", ""features"": 15, ""hidden_layers"": 2}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2304, ""validation_loss"": 0.1873}",ready,2024-04-01T01:00:00Z,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z
39,2,39,performance_forecast,v4.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.003, ""epochs"": 65, ""batch_size"": 64, ""coefficient_focus"": ""応用力"", ""level_range"": ""14-20"", ""features"": 49, ""hidden_layers"": 3}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.2955, ""validation_loss"": 0.2772}",ready,2024-04-04T20:00:00Z,2024-04-04T00:00:00Z,2024-04-04T00:00:00Z
40,2,40,skill_prediction,v5.0,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0087, ""epochs"": 63, ""batch_size"": 32, ""coefficient_focus"": ""応用力"", ""level_range"": ""15-20"", ""features"": 19, ""hidden_layers"": 4}","{""accuracy"": 0.98, ""precision"": 0.96, ""recall"": 0.97, ""f1_score"": 0.97, ""training_loss"": 0.1858, ""validation_loss"": 0.1324}",ready,2024-04-07T21:00:00Z,2024-04-07T00:00:00Z,2024-04-07T00:00:00Z
41,3,41,adaptive_training,v1.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0098, ""epochs"": 50, ""batch_size"": 16, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-6"", ""features"": 33, ""hidden_layers"": 5}","{""accuracy"": 0.7167, ""precision"": 0.743, ""recall"": 0.6987, ""f1_score"": 0.7026, ""training_loss"": 0.154, ""validation_loss"": 0.1206}",training,2024-02-12T19:00:00Z,2024-02-12T00:00:00Z,2024-02-12T00:00:00Z
42,3,42,performance_forecast,v1.2,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0084, ""epochs"": 139, ""batch_size"": 64, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-7"", ""features"": 45, ""hidden_layers"": 2}","{""accuracy"": 0.7454, ""precision"": 0.7152, ""recall"": 0.7317, ""f1_score"": 0.7472, ""training_loss"": 0.0516, ""validation_loss"": 0.3495}",training,2024-02-15T12:00:00Z,2024-02-15T00:00:00Z,2024-02-15T00:00:00Z
43,3,43,skill_prediction,v1.3,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0034, ""epochs"": 139, ""batch_size"": 64, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-8"", ""features"": 48, ""hidden_layers"": 3}","{""accuracy"": 0.7829, ""precision"": 0.7377, ""recall"": 0.7947, ""f1_score"": 0.7878, ""training_loss"": 0.062, ""validation_loss"": 0.1571}",training,2024-02-18T13:00:00Z,2024-02-18T00:00:00Z,2024-02-18T00:00:00Z
44,3,44,learning_path,v1.4,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0038, ""epochs"": 188, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-9"", ""features"": 45, ""hidden_layers"": 5}","{""accuracy"": 0.8139, ""precision"": 0.7682, ""recall"": 0.7469, ""f1_score"": 0.7538, ""training_loss"": 0.053, ""validation_loss"": 0.158}",training,2024-02-21T04:00:00Z,2024-02-21T00:00:00Z,2024-02-21T00:00:00Z
45,3,45,performance_forecast,v2.0,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0062, ""epochs"": 195, ""batch_size"": 16, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-10"", ""features"": 11, ""hidden_layers"": 3}","{""accuracy"": 0.842, ""precision"": 0.8017, ""recall"": 0.7669, ""f1_score"": 0.8234, ""training_loss"": 0.063, ""validation_loss"": 0.0823}",ready,2024-02-24T15:00:00Z,2024-02-24T00:00:00Z,2024-02-24T00:00:00Z
46,3,46,performance_forecast,v2.1,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0082, ""epochs"": 194, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""1-11"", ""features"": 28, ""hidden_layers"": 3}","{""accuracy"": 0.8504, ""precision"": 0.8146, ""recall"": 0.8141, ""f1_score"": 0.8386, ""training_loss"": 0.1498, ""validation_loss"": 0.2086}",ready,2024-02-27T16:00:00Z,2024-02-27T00:00:00Z,2024-02-27T00:00:00Z
47,3,47,efficiency_optimization,v2.2,"{""model_type"": ""efficiency_optimization"", ""learning_rate"": 0.0056, ""epochs"": 112, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""2-12"", ""features"": 18, ""hidden_layers"": 2}","{""accuracy"": 0.8681, ""precision"": 0.8413, ""recall"": 0.8531, ""f1_score"": 0.8246, ""training_loss"": 0.0583, ""validation_loss"": 0.1508}",ready,2024-03-02T00:00:00Z,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z
48,3,48,performance_forecast,v2.3,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0014, ""epochs"": 94, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""3-13"", ""features"": 41, ""hidden_layers"": 5}","{""accuracy"": 0.8908, ""precision"": 0.8823, ""recall"": 0.8588, ""f1_score"": 0.8412, ""training_loss"": 0.2499, ""validation_loss"": 0.2045}",ready,2024-03-04T15:00:00Z,2024-03-04T00:00:00Z,2024-03-04T00:00:00Z
49,3,49,performance_forecast,v2.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0064, ""epochs"": 79, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""4-14"", ""features"": 43, ""hidden_layers"": 4}","{""accuracy"": 0.8531, ""precision"": 0.8957, ""recall"": 0.8526, ""f1_score"": 0.8683, ""training_loss"": 0.0989, ""validation_loss"": 0.2425}",ready,2024-03-07T22:00:00Z,2024-03-07T00:00:00Z,2024-03-07T00:00:00Z
50,3,50,skill_prediction,v3.0,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0046, ""epochs"": 99, ""batch_size"": 64, ""coefficient_focus"": ""実践力"", ""level_range"": ""5-15"", ""features"": 46, ""hidden_layers"": 5}","{""accuracy"": 0.9371, ""precision"": 0.8747, ""recall"": 0.8709, ""f1_score"": 0.909, ""training_loss"": 0.154, ""validation_loss"": 0.3397}",ready,2024-03-10T08:00:00Z,2024-03-10T00:00:00Z,2024-03-10T00:00:00Z
51,3,51,adaptive_training,v3.1,"{""model_type"": ""adaptive_training"", ""learning_rate"": 0.0034, ""epochs"": 138, ""batch_size"": 16, ""coefficient_focus"": ""実践力"", ""level_range"": ""6-16"", ""features"": 36, ""hidden_layers"": 2}","{""accuracy"": 0.8768, ""precision"": 0.943, ""recall"": 0.9524, ""f1_score"": 0.9015, ""training_loss"": 0.2635, ""validation_loss"": 0.1803}",ready,2024-03-13T15:00:00Z,2024-03-13T00:00:00Z,2024-03-13T00:00:00Z
52,3,52,skill_prediction,v3.2,"{""model_type"": ""skill_prediction"", ""learning_rate"": 0.0034, ""epochs"": 168, ""batch_size"": 64, ""coefficient_focus"": ""実践力"", ""level_range"": ""7-17"", ""features"": 19, ""hidden_layers"": 5}","{""accuracy"": 0.9518, ""precision"": 0.9489, ""recall"": 0.9307, ""f1_score"": 0.9194, ""training_loss"": 0.2654, ""validation_loss"": 0.1605}",ready,2024-03-17T00:00:00Z,2024-03-16T00:00:00Z,2024-03-16T00:00:00Z
53,3,53,learning_path,v3.3,"{""model_type"": ""learning_path"", ""learning_rate"": 0.0072, ""epochs"": 126, ""batch_size"": 32, ""coefficient_focus"": ""実践力"", ""level_range"": ""8-18"", ""features"": 42, ""hidden_layers"": 3}","{""accuracy"": 0.9687, ""precision"": 0.9526, ""recall"": 0.97, ""f1_score"": 0.9462, ""training_loss"": 0.1681, ""validation_loss"": 0.2473}",ready,2024-03-19T07:00:00Z,2024-03-19T00:00:00Z,2024-03-19T00:00:00Z
54,3,54,performance_forecast,v3.4,"{""model_type"": ""performance_forecast"", ""learning_rate"": 0.0049, ""epochs"": 91, ""batch_size"": 64, ""coefficient_focus"": ""実践力"", ""level_range"": ""9-19"", ""features"": 20, ""hidden_layers"": 3}","{""accuracy"": 0.9353, ""precision"": 0.96, ""recall"": 0.9483, ""f1_score"": 0.97, ""training_loss"": 0.0654, ""validation_loss"": 0.1051}",ready,2024-03-22T09:00:00Z,2024-03-22T00:00:00Z,2024-03-22T00:00:00Z
